Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Engine Size Clean,Engine Size Category,Horsepower (HP) Clean,Power Category,Price (in USD),Seats Clean,Efficiency Category,Price per HP,Price per Seat,Price per Engine Size,Price per Efficiency,Brand Type,Price per Brand Type HP,Price per Brand Type Engine Size
Nissan,Patrol,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm,5552.0,Extra Large,400,Very High Power,77000.0,7,Media,192.5,11000.0,13.868876080691642,38500.0,Mainstream,192.5,13.868876080691642
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.9 sec,"$220,000 ",Petrol,2,652 Nm,3799.0,Extra Large,600,Very High Power,220000.0,2,Alta,366.6666666666667,110000.0,57.90997630955515,73333.33333333333,Mainstream,366.6666666666667,57.90997630955515
Nissan,370Z Roadster,3.7L V6,3696 cc,332 HP,250 km/h,5.5 sec,"$41,820 ",Petrol,2,366 Nm,3696.0,Extra Large,332,Very High Power,41820.0,2,Media,125.96385542168674,20910.0,11.314935064935066,20910.0,Mainstream,125.96385542168674,11.314935064935066
Nissan,Ariya ,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$58,950 ",Electric,5,600 Nm,87.0,Small,389,Very High Power,58950.0,5,Alta,151.54241645244215,11790.0,677.5862068965517,19650.0,Mainstream,151.54241645244215,677.5862068965517
Nissan,Patrol Royale,5.6L V8,5552 cc,400 HP,210 km/h,6.6 sec,"$85,000 ",Petrol,7,560 Nm,5552.0,Extra Large,400,Very High Power,85000.0,7,Media,212.5,12142.857142857143,15.309798270893372,42500.0,Mainstream,212.5,15.309798270893372
Nissan,Infiniti QX80*,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$70,600 ",Petrol,7,560 Nm,5552.0,Extra Large,400,Very High Power,70600.0,7,Media,176.5,10085.714285714286,12.71613832853026,35300.0,Mainstream,176.5,12.71613832853026
Nissan,Tiida,1.6L Inline-4,1598 cc,126 HP,190 km/h,10.1 sec,"$14,500 ",Petrol,5,154 Nm,1598.0,Medium,126,Medium Power,14500.0,5,Media,115.07936507936508,2900.0,9.073842302878598,7250.0,Mainstream,115.07936507936508,9.073842302878598
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197 cc,115 HP,190 km/h,10.7 sec,"$19,000 ",Petrol,5,190 Nm,1197.0,Medium,115,Medium Power,19000.0,5,Media,165.2173913043478,3800.0,15.873015873015873,9500.0,Mainstream,165.2173913043478,15.873015873015873
Nissan,Latio,1.5L Inline-4,1498 cc,102 HP,175 km/h,11.5 sec,"$13,000 ",Petrol,5,139 Nm,1498.0,Medium,102,Medium Power,13000.0,5,Media,127.45098039215686,2600.0,8.678237650200266,6500.0,Mainstream,127.45098039215686,8.678237650200266
Nissan,Bluebird Sylphy,2.0L Inline-4,1997 cc,133 HP,185 km/h,10.5 sec,"$18,500 ",Petrol,5,191 Nm,1997.0,Large,133,Medium Power,18500.0,5,Media,139.09774436090225,3700.0,9.26389584376565,9250.0,Mainstream,139.09774436090225,9.26389584376565
Nissan,March,1.2L Inline-3,1198 cc,79 HP,170 km/h,13.7 sec,"$12,000 ",Petrol,5,106 Nm,1198.0,Medium,79,Low Power,12000.0,5,Media,151.8987341772152,2400.0,10.01669449081803,6000.0,Mainstream,151.8987341772152,10.01669449081803
Nissan,Rogue Sport,2.0L Inline-4,1997 cc,141 HP,190 km/h,9.8 sec,"$24,960 ",Petrol,5,199 Nm,1997.0,Large,141,Medium Power,24960.0,5,Media,177.0212765957447,4992.0,12.498748122183274,12480.0,Mainstream,177.0212765957447,12.498748122183274
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997 cc,179 HP,180 km/h,9.4 sec,"$28,500 ",Hybrid,5,207 Nm,1997.0,Large,179,Medium Power,28500.0,5,Media,159.21787709497207,5700.0,14.271407110665999,14250.0,Mainstream,159.21787709497207,14.271407110665999
Nissan,Pathfinder Rock Creek,3.5L V6,3498 cc,284 HP,190 km/h,7.4 sec,"$42,820 ",Petrol,7,351 Nm,3498.0,Extra Large,284,High Power,42820.0,7,Media,150.77464788732394,6117.142857142857,12.24128073184677,21410.0,Mainstream,150.77464788732394,12.24128073184677
Nissan,Armada Platinum,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$65,300 ",Petrol,8,560 Nm,5552.0,Extra Large,400,Very High Power,65300.0,8,Media,163.25,8162.5,11.761527377521613,32650.0,Mainstream,163.25,11.761527377521613
Nissan,Terrano XL,1.6L Inline-4,1598 cc,104 HP,165 km/h,12.5 sec,"$14,000 ",Petrol,5,145 Nm,1598.0,Medium,104,Medium Power,14000.0,5,Media,134.6153846153846,2800.0,8.760951188986233,7000.0,Mainstream,134.6153846153846,8.760951188986233
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799 cc,720 HP,315 km/h,2.5 sec,"$1,100,000 ",Petrol,2,780 Nm,3799.0,Extra Large,720,Very High Power,1100000.0,2,Alta,1527.7777777777778,550000.0,289.5498815477757,366666.6666666667,Mainstream,1527.7777777777778,289.5498815477757
Nissan,370Z NISMO,3.7L V6,3696 cc,350 HP,250 km/h,5.2 sec,"$45,790 ",Petrol,2,374 Nm,3696.0,Extra Large,350,Very High Power,45790.0,2,Media,130.82857142857142,22895.0,12.389069264069263,22895.0,Mainstream,130.82857142857142,12.389069264069263
Nissan,Ariya E-4ORCE,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$60,000 ",Electric,5,600 Nm,87.0,Small,389,Very High Power,60000.0,5,Alta,154.24164524421593,12000.0,689.6551724137931,20000.0,Mainstream,154.24164524421593,689.6551724137931
Nissan,Patrol NISMO,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$105,000 ",Petrol,7,560 Nm,5552.0,Extra Large,428,Very High Power,105000.0,7,Media,245.3271028037383,15000.0,18.912103746397694,52500.0,Mainstream,245.3271028037383,18.912103746397694
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997 cc,300 HP,250 km/h,5.0 sec,"$41,750 ",Petrol,4,400 Nm,2997.0,Extra Large,300,Very High Power,41750.0,4,Media,139.16666666666666,10437.5,13.930597263930597,20875.0,Mainstream,139.16666666666666,13.930597263930597
Nissan,Primera,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.6 sec,"$20,000 ",Petrol,5,190 Nm,1998.0,Large,140,Medium Power,20000.0,5,Media,142.85714285714286,4000.0,10.01001001001001,10000.0,Mainstream,142.85714285714286,10.01001001001001
Nissan,Skyline,3.0L V6 Twin-Turbo,2997 cc,400 HP,250 km/h,5.0 sec,"$50,000 ",Petrol,5,475 Nm,2997.0,Extra Large,400,Very High Power,50000.0,5,Media,125.0,10000.0,16.68335001668335,25000.0,Mainstream,125.0,16.68335001668335
Nissan,Cedric,2.0L Inline-6,1998 cc,150 HP,190 km/h,10.5 sec,"$22,000 ",Petrol,5,190 Nm,1998.0,Large,150,Medium Power,22000.0,5,Media,146.66666666666666,4400.0,11.01101101101101,11000.0,Mainstream,146.66666666666666,11.01101101101101
Nissan,Gloria,2.5L V6,2498 cc,210 HP,210 km/h,8.6 sec,"$30,000 ",Petrol,5,250 Nm,2498.0,Large,210,High Power,30000.0,5,Media,142.85714285714286,6000.0,12.00960768614892,15000.0,Mainstream,142.85714285714286,12.00960768614892
Nissan,Stanza,1.8L Inline-4,1796 cc,120 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,170 Nm,1796.0,Large,120,Medium Power,18500.0,5,Media,154.16666666666666,3700.0,10.300668151447661,9250.0,Mainstream,154.16666666666666,10.300668151447661
Nissan,Patrol Super Safari,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$55,000 ",Petrol,7,451 Nm,4750.0,Extra Large,280,High Power,55000.0,7,Media,196.42857142857142,7857.142857142857,11.578947368421053,27500.0,Mainstream,196.42857142857142,11.578947368421053
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cc,250 HP,190 km/h,7.7 sec,"$42,500 ",Hybrid,7,329 Nm,2488.0,Large,250,High Power,42500.0,7,Media,170.0,6071.428571428572,17.081993569131832,21250.0,Mainstream,170.0,17.081993569131832
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498 cc,190 HP,175 km/h,10.8 sec,"$40,000 ",Petrol,7,240 Nm,2498.0,Large,190,Medium Power,40000.0,7,Media,210.52631578947367,5714.285714285715,16.01281024819856,20000.0,Mainstream,210.52631578947367,16.01281024819856
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$38,000 ",Petrol,5,300 Nm,1497.0,Medium,201,High Power,38000.0,5,Media,189.0547263681592,7600.0,25.384101536406146,19000.0,Mainstream,189.0547263681592,25.384101536406146
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332 cc,158 HP,190 km/h,9.2 sec,"$36,000 ",Hybrid,5,270 Nm,1332.0,Medium,158,Medium Power,36000.0,5,Media,227.84810126582278,7200.0,27.027027027027028,18000.0,Mainstream,227.84810126582278,27.027027027027028
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$175,000 ",Petrol,2,652 Nm,3799.0,Extra Large,600,Very High Power,175000.0,2,Alta,291.6666666666667,87500.0,46.064753882600684,58333.333333333336,Mainstream,291.6666666666667,46.064753882600684
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997 cc,420 HP,270 km/h,4.7 sec,"$55,000 ",Petrol,5,475 Nm,2997.0,Extra Large,420,Very High Power,55000.0,5,Media,130.95238095238096,11000.0,18.351685018351684,27500.0,Mainstream,130.95238095238096,18.351685018351684
Nissan,Ariya Lounge Edition,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$63,000 ",Electric,5,600 Nm,87.0,Small,389,Very High Power,63000.0,5,Alta,161.95372750642673,12600.0,724.1379310344828,21000.0,Mainstream,161.95372750642673,724.1379310344828
Nissan,Patrol Titanium,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$98,000 ",Petrol,7,560 Nm,5552.0,Extra Large,428,Very High Power,98000.0,7,Media,228.97196261682242,14000.0,17.65129682997118,49000.0,Mainstream,228.97196261682242,17.65129682997118
Nissan,Infiniti FX50*,5.0L V8,5026 cc,390 HP,250 km/h,5.6 sec,"$61,750 ",Petrol,5,500 Nm,5026.0,Extra Large,390,Very High Power,61750.0,5,Media,158.33333333333334,12350.0,12.286112216474333,30875.0,Mainstream,158.33333333333334,12.286112216474333
Nissan,Avenir,2.0L Inline-4,1998 cc,140 HP,180 km/h,9.8 sec,"$20,000 ",Petrol,5,186 Nm,1998.0,Large,140,Medium Power,20000.0,5,Media,142.85714285714286,4000.0,10.01001001001001,10000.0,Mainstream,142.85714285714286,10.01001001001001
Nissan,Wingroad,1.8L Inline-4,1798 cc,125 HP,175 km/h,10.8 sec,"$18,000 ",Petrol,5,168 Nm,1798.0,Large,125,Medium Power,18000.0,5,Media,144.0,3600.0,10.011123470522802,9000.0,Mainstream,144.0,10.011123470522802
Nissan,Presea,1.8L Inline-4,1838 cc,115 HP,170 km/h,11.5 sec,"$17,500 ",Petrol,5,161 Nm,1838.0,Large,115,Medium Power,17500.0,5,Media,152.17391304347825,3500.0,9.521218715995648,8750.0,Mainstream,152.17391304347825,9.521218715995648
Nissan,Leopard,3.0L V6,2960 cc,210 HP,200 km/h,8.4 sec,"$32,000 ",Petrol,5,265 Nm,2960.0,Extra Large,210,High Power,32000.0,5,Media,152.38095238095238,6400.0,10.81081081081081,16000.0,Mainstream,152.38095238095238,10.81081081081081
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598 cc,190 HP,200 km/h,7.5 sec,"$24,000 ",Petrol,5,240 Nm,1598.0,Medium,190,Medium Power,24000.0,5,Media,126.3157894736842,4800.0,15.018773466833542,12000.0,Mainstream,126.3157894736842,15.018773466833542
Nissan,Paladin,2.4L Inline-4,2438 cc,150 HP,180 km/h,10.6 sec,"$20,000 ",Petrol,5,217 Nm,2438.0,Large,150,Medium Power,20000.0,5,Media,133.33333333333334,4000.0,8.203445447087777,10000.0,Mainstream,133.33333333333334,8.203445447087777
Nissan,Hardbody SUV,2.5L Inline-4,2498 cc,158 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,225 Nm,2498.0,Large,158,Medium Power,18500.0,5,Media,117.0886075949367,3700.0,7.405924739791834,9250.0,Mainstream,117.0886075949367,7.405924739791834
Nissan,Patrol Desert Edition,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$95,000 ",Petrol,7,560 Nm,5552.0,Extra Large,428,Very High Power,95000.0,7,Media,221.9626168224299,13571.42857142857,17.110951008645532,47500.0,Mainstream,221.9626168224299,17.110951008645532
Nissan,Pathfinder Armada,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$60,000 ",Petrol,7,560 Nm,5552.0,Extra Large,400,Very High Power,60000.0,7,Media,150.0,8571.42857142857,10.806916426512968,30000.0,Mainstream,150.0,10.806916426512968
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$39,000 ",Petrol,5,300 Nm,1497.0,Medium,201,High Power,39000.0,5,Media,194.02985074626866,7800.0,26.052104208416832,19500.0,Mainstream,194.02985074626866,26.052104208416832
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$185,000 ",Petrol,2,652 Nm,3799.0,Extra Large,600,Very High Power,185000.0,2,Alta,308.3333333333333,92500.0,48.69702553303501,61666.666666666664,Mainstream,308.3333333333333,48.69702553303501
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.2 sec,"$48,000 ",Petrol,2,475 Nm,2997.0,Extra Large,400,Very High Power,48000.0,2,Media,120.0,24000.0,16.016016016016017,24000.0,Mainstream,120.0,16.016016016016017
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568 cc,276 HP,250 km/h,5.6 sec,"$70,000 ",Petrol,4,392 Nm,2568.0,Extra Large,276,High Power,70000.0,4,Media,253.6231884057971,17500.0,27.258566978193148,35000.0,Mainstream,253.6231884057971,27.258566978193148
Nissan,Ariya Premiere,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$67,000 ",Electric,5,600 Nm,87.0,Small,389,Very High Power,67000.0,5,Alta,172.23650385604114,13400.0,770.1149425287356,22333.333333333332,Mainstream,172.23650385604114,770.1149425287356
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997 cc,268 HP,230 km/h,6.5 sec,"$50,000 ",Petrol,5,380 Nm,1997.0,Large,268,High Power,50000.0,5,Media,186.56716417910448,10000.0,25.03755633450175,25000.0,Mainstream,186.56716417910448,25.03755633450175
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488 cc,129 HP,155 km/h,12.5 sec,"$28,000 ",Diesel,8,356 Nm,2488.0,Large,129,Medium Power,28000.0,8,Media,217.05426356589146,3500.0,11.254019292604502,14000.0,Mainstream,217.05426356589146,11.254019292604502
Nissan,Navara,2.3L Inline-4 Diesel,2298 cc,190 HP,180 km/h,10.2 sec,"$32,000 ",Diesel,5,450 Nm,2298.0,Large,190,Medium Power,32000.0,5,Media,168.42105263157896,6400.0,13.92515230635335,16000.0,Mainstream,168.42105263157896,13.92515230635335
Nissan,Titan XD,5.6L V8,5552 cc,400 HP,195 km/h,6.9 sec,"$55,000 ",Petrol,6,560 Nm,5552.0,Extra Large,400,Very High Power,55000.0,6,Media,137.5,9166.666666666666,9.906340057636887,27500.0,Mainstream,137.5,9.906340057636887
Nissan,Evalia,1.5L Inline-4 Diesel,1461 cc,85 HP,140 km/h,15.0 sec,"$25,000 ",Diesel,7,200 Nm,1461.0,Medium,85,Low Power,25000.0,7,Media,294.11764705882354,3571.4285714285716,17.111567419575632,12500.0,Mainstream,294.11764705882354,17.111567419575632
Nissan,Cabstar,2.5L Inline-4 Diesel,2488 cc,130 HP,145 km/h,14.8 sec,"$27,000 ",Diesel,3,350 Nm,2488.0,Large,130,Medium Power,27000.0,3,Media,207.69230769230768,9000.0,10.85209003215434,13500.0,Mainstream,207.69230769230768,10.85209003215434
Nissan,Cherry,1.4L Inline-4,1397 cc,67 HP,145 km/h,14.0 sec,"$14,000 ",Petrol,5,110 Nm,1397.0,Medium,67,Low Power,14000.0,5,Baja,208.955223880597,2800.0,10.021474588403722,14000.0,Mainstream,208.955223880597,10.021474588403722
Nissan,Laurel,2.8L Inline-6 Diesel,2825 cc,94 HP,160 km/h,12.5 sec,"$22,000 ",Diesel,5,184 Nm,2825.0,Extra Large,94,Low Power,22000.0,5,Baja,234.04255319148936,4400.0,7.787610619469026,22000.0,Mainstream,234.04255319148936,7.787610619469026
Nissan,Silvia,2.0L Turbo Inline-4,1998 cc,247 HP,235 km/h,5.9 sec,"$45,000 ",Petrol,4,275 Nm,1998.0,Large,247,High Power,45000.0,4,Media,182.18623481781376,11250.0,22.52252252252252,22500.0,Mainstream,182.18623481781376,22.52252252252252
Nissan,NX Coupe,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.0 sec,"$22,000 ",Petrol,4,180 Nm,1998.0,Large,140,Medium Power,22000.0,4,Media,157.14285714285714,5500.0,11.01101101101101,11000.0,Mainstream,157.14285714285714,11.01101101101101
Nissan,AD Wagon,1.5L Inline-4,1498 cc,105 HP,165 km/h,12.3 sec,"$16,000 ",Petrol,5,150 Nm,1498.0,Medium,105,Medium Power,16000.0,5,Media,152.38095238095238,3200.0,10.68090787716956,8000.0,Mainstream,152.38095238095238,10.68090787716956
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$58,000 ",Petrol,7,451 Nm,4750.0,Extra Large,280,High Power,58000.0,7,Media,207.14285714285714,8285.714285714286,12.210526315789474,29000.0,Mainstream,207.14285714285714,12.210526315789474
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498 cc,284 HP,195 km/h,7.2 sec,"$44,000 ",Petrol,7,351 Nm,3498.0,Extra Large,284,High Power,44000.0,7,Media,154.92957746478874,6285.714285714285,12.578616352201259,22000.0,Mainstream,154.92957746478874,12.578616352201259
Nissan,Terrano II,2.7L Inline-4 Diesel,2664 cc,125 HP,160 km/h,12.9 sec,"$28,000 ",Diesel,5,278 Nm,2664.0,Extra Large,125,Medium Power,28000.0,5,Baja,224.0,5600.0,10.51051051051051,28000.0,Mainstream,224.0,10.51051051051051
Nissan,Murano CrossCabriolet,3.5L V6,3498 cc,260 HP,195 km/h,7.6 sec,"$47,000 ",Petrol,4,325 Nm,3498.0,Extra Large,260,High Power,47000.0,4,Media,180.76923076923077,11750.0,13.43624928530589,23500.0,Mainstream,180.76923076923077,13.43624928530589
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$43,000 ",Hybrid,5,305 Nm,1497.0,Medium,204,High Power,43000.0,5,Media,210.7843137254902,8600.0,28.724114896459586,21500.0,Mainstream,210.7843137254902,28.724114896459586
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000 cc,500 HP,320 km/h,3.0 sec,"$600,000 ",Hybrid,2,650 Nm,3000.0,Extra Large,500,Very High Power,600000.0,2,Alta,1200.0,300000.0,200.0,200000.0,Mainstream,1200.0,200.0
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$70,000 ",Petrol,5,475 Nm,2997.0,Extra Large,400,Very High Power,70000.0,5,Media,175.0,14000.0,23.35669002335669,35000.0,Mainstream,175.0,23.35669002335669
Nissan,Infiniti G37*,3.7L V6,3696 cc,328 HP,250 km/h,5.5 sec,"$42,000 ",Petrol,5,365 Nm,3696.0,Extra Large,328,Very High Power,42000.0,5,Media,128.0487804878049,8400.0,11.363636363636363,21000.0,Mainstream,128.0487804878049,11.363636363636363
Nissan,Patrol Black Edition,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$85,000 ",Petrol,7,560 Nm,5552.0,Extra Large,400,Very High Power,85000.0,7,Media,212.5,12142.857142857143,15.309798270893372,42500.0,Mainstream,212.5,15.309798270893372
Nissan,Ariya Empower+,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$68,000 ",Electric,5,600 Nm,87.0,Small,389,Very High Power,68000.0,5,Alta,174.80719794344472,13600.0,781.6091954022988,22666.666666666668,Mainstream,174.80719794344472,781.6091954022988
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,"$25,000 ",Petrol,4,135 Nm,1595.0,Medium,96,Low Power,25000.0,4,Media,260.4166666666667,6250.0,15.67398119122257,12500.0,Mainstream,260.4166666666667,15.67398119122257
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,240 km/h,7.2 sec,"$30,000 ",Petrol,4,265 Nm,1998.0,Large,200,High Power,30000.0,4,Media,150.0,7500.0,15.015015015015015,15000.0,Mainstream,150.0,15.015015015015015
Nissan,300ZX,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,"$50,000 ",Petrol,4,384 Nm,2960.0,Extra Large,300,Very High Power,50000.0,4,Media,166.66666666666666,12500.0,16.89189189189189,25000.0,Mainstream,166.66666666666666,16.89189189189189
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495 cc,550 HP,354 km/h,3.3 sec,"$1,000,000 ",Petrol,2,637 Nm,3495.0,Extra Large,550,Very High Power,1000000.0,2,Alta,1818.1818181818182,500000.0,286.1230329041488,333333.3333333333,Mainstream,1818.1818181818182,286.1230329041488
Nissan,Figaro,1.0L Turbo Inline-4,987 cc,76 HP,170 km/h,12.8 sec,"$20,000 ",Petrol,4,103 Nm,987.0,Small,76,Low Power,20000.0,4,Media,263.1578947368421,5000.0,20.26342451874367,10000.0,Mainstream,263.1578947368421,20.26342451874367
Nissan,Hardbody Truck,2.4L Inline-4,2389 cc,134 HP,160 km/h,10.6 sec,"$25,000 ",Petrol,5,206 Nm,2389.0,Large,134,Medium Power,25000.0,5,Media,186.56716417910448,5000.0,10.464629552113855,12500.0,Mainstream,186.56716417910448,10.464629552113855
Nissan,Atlas,3.0L Inline-4 Diesel,2999 cc,130 HP,130 km/h,18.0 sec,"$35,000 ",Diesel,3,300 Nm,2999.0,Extra Large,130,Medium Power,35000.0,3,Baja,269.2307692307692,11666.666666666666,11.670556852284095,35000.0,Mainstream,269.2307692307692,11.670556852284095
Nissan,Clipper,660cc Inline-3,659 cc,48 HP,110 km/h,18.5 sec,"$10,000 ",Petrol,4,62 Nm,659.0,Small,48,Low Power,10000.0,4,Media,208.33333333333334,2500.0,15.174506828528072,5000.0,Mainstream,208.33333333333334,15.174506828528072
Nissan,NV200,2.0L Inline-4,1998 cc,131 HP,140 km/h,14.0 sec,"$28,000 ",Petrol,7,188 Nm,1998.0,Large,131,Medium Power,28000.0,7,Media,213.74045801526717,4000.0,14.014014014014014,14000.0,Mainstream,213.74045801526717,14.014014014014014
Nissan,Violet,1.8L Inline-4,1770 cc,85 HP,155 km/h,13.8 sec,"$18,000 ",Petrol,5,130 Nm,1770.0,Large,85,Low Power,18000.0,5,Baja,211.76470588235293,3600.0,10.169491525423728,18000.0,Mainstream,211.76470588235293,10.169491525423728
Nissan,Bluebird Z,2.0L Inline-4,1998 cc,140 HP,190 km/h,11.0 sec,"$23,000 ",Petrol,5,180 Nm,1998.0,Large,140,Medium Power,23000.0,5,Media,164.28571428571428,4600.0,11.511511511511511,11500.0,Mainstream,164.28571428571428,11.511511511511511
Nissan,Stanza Wagon,2.4L Inline-4,2389 cc,138 HP,160 km/h,12.0 sec,"$22,000 ",Petrol,7,205 Nm,2389.0,Large,138,Medium Power,22000.0,7,Media,159.42028985507247,3142.8571428571427,9.208874005860192,11000.0,Mainstream,159.42028985507247,9.208874005860192
Nissan,180SX,2.0L Turbo Inline-4,1998 cc,205 HP,240 km/h,6.8 sec,"$35,000 ",Petrol,4,275 Nm,1998.0,Large,205,High Power,35000.0,4,Media,170.73170731707316,8750.0,17.51751751751752,17500.0,Mainstream,170.73170731707316,17.51751751751752
Nissan,Sunny California,1.6L Inline-4,1597 cc,110 HP,170 km/h,11.0 sec,"$18,000 ",Petrol,5,140 Nm,1597.0,Medium,110,Medium Power,18000.0,5,Media,163.63636363636363,3600.0,11.271133375078271,9000.0,Mainstream,163.63636363636363,11.271133375078271
Nissan,Patrol Warrior,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm,5552.0,Extra Large,428,Very High Power,95000.0,7,Media,221.9626168224299,13571.42857142857,17.110951008645532,47500.0,Mainstream,221.9626168224299,17.110951008645532
Nissan,Pathfinder Armada Platinum,5.6L V8,5552 cc,400 HP,190 km/h,6.8 sec,"$70,000 ",Petrol,7,560 Nm,5552.0,Extra Large,400,Very High Power,70000.0,7,Media,175.0,10000.0,12.60806916426513,35000.0,Mainstream,175.0,12.60806916426513
Nissan,Rogue Sport SL,2.0L Inline-4,1998 cc,141 HP,190 km/h,9.0 sec,"$32,000 ",Petrol,5,195 Nm,1998.0,Large,141,Medium Power,32000.0,5,Media,226.95035460992906,6400.0,16.016016016016017,16000.0,Mainstream,226.95035460992906,16.016016016016017
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$46,000 ",Hybrid,5,305 Nm,1497.0,Medium,204,High Power,46000.0,5,Media,225.49019607843138,9200.0,30.72812291249165,23000.0,Mainstream,225.49019607843138,30.72812291249165
Nissan,Qashqai e-Power,1.5L Hybrid,1497 cc,187 HP,200 km/h,7.5 sec,"$40,000 ",Hybrid,5,330 Nm,1497.0,Medium,187,Medium Power,40000.0,5,Media,213.90374331550802,8000.0,26.720106880427522,20000.0,Mainstream,213.90374331550802,26.720106880427522
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799 cc,565 HP,315 km/h,2.8 sec,"$220,000 ",Petrol,2,637 Nm,3799.0,Extra Large,565,Very High Power,220000.0,2,Media,389.3805309734513,110000.0,57.90997630955515,110000.0,Mainstream,389.3805309734513,57.90997630955515
Nissan,Infiniti M45*,4.5L V8,4494 cc,325 HP,250 km/h,5.8 sec,"$50,000 ",Petrol,5,451 Nm,4494.0,Extra Large,325,Very High Power,50000.0,5,Media,153.84615384615384,10000.0,11.125945705384957,25000.0,Mainstream,153.84615384615384,11.125945705384957
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$75,000 ",Petrol,5,475 Nm,2997.0,Extra Large,400,Very High Power,75000.0,5,Media,187.5,15000.0,25.025025025025027,37500.0,Mainstream,187.5,25.025025025025027
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$70,000 ",Electric,5,600 Nm,87.0,Small,389,Very High Power,70000.0,5,Alta,179.94858611825194,14000.0,804.5977011494252,23333.333333333332,Mainstream,179.94858611825194,804.5977011494252
Nissan,Patrol Legend Edition,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm,5552.0,Extra Large,428,Very High Power,95000.0,7,Media,221.9626168224299,13571.42857142857,17.110951008645532,47500.0,Mainstream,221.9626168224299,17.110951008645532
